Date,Solar_Irradiance,Temperature,Humidity,Wind_Speed,Precipitation,Location,Month,Year,DayOfYear,Season,Solar_Lag_1,Solar_Lag_7,Solar_Rolling_Mean_7
2022-12-10,5.0947,21.19,65.05,2.14,0.0,Ghatkopar,12,2022,344,Winter,5.0153,4.3231,4.123857142857143
2022-12-11,4.6543,23.98,77.25,1.92,0.0,Ghatkopar,12,2022,345,Winter,5.0947,3.427,4.299185714285714
2022-12-12,4.0102,25.69,78.62,1.72,0.12,Ghatkopar,12,2022,346,Winter,4.6543,3.5597,4.363542857142857
2022-12-13,3.9103,26.21,77.97,1.99,0.17,Ghatkopar,12,2022,347,Winter,4.0102,4.0092,4.3494142857142855
2022-12-14,3.4752,24.88,82.69,2.19,1.14,Ghatkopar,12,2022,348,Winter,3.9103,3.8131,4.301142857142858
2022-12-15,3.678,25.27,80.7,1.89,0.82,Ghatkopar,12,2022,349,Winter,3.4752,3.948,4.2625714285714285
2022-12-16,4.3334,26.2,76.92,1.94,0.04,Ghatkopar,12,2022,350,Winter,3.678,5.0153,4.165157142857143
2022-12-17,4.2408,26.32,73.85,1.88,0.01,Ghatkopar,12,2022,351,Winter,4.3334,5.0947,4.043171428571428
2022-12-18,4.4777,25.77,71.8,2.15,0.0,Ghatkopar,12,2022,352,Winter,4.2408,4.6543,4.017942857142858
2022-12-19,4.9128,24.42,63.93,2.28,0.0,Ghatkopar,12,2022,353,Winter,4.4777,4.0102,4.146885714285714
2022-12-20,4.872,23.82,60.95,2.2,0.0,Ghatkopar,12,2022,354,Winter,4.9128,3.9103,4.2842714285714285
2022-12-21,4.5437,23.84,62.99,2.2,0.0,Ghatkopar,12,2022,355,Winter,4.872,3.4752,4.436914285714286
2022-12-22,4.2084,23.93,64.21,1.72,0.0,Ghatkopar,12,2022,356,Winter,4.5437,3.678,4.512685714285714
2022-12-23,4.5367,22.57,64.57,1.75,0.0,Ghatkopar,12,2022,357,Winter,4.2084,4.3334,4.541728571428572
2022-12-24,4.8053,21.04,57.21,1.67,0.0,Ghatkopar,12,2022,358,Winter,4.5367,4.2408,4.622371428571428
2022-12-25,4.584,20.7,59.94,1.32,0.0,Ghatkopar,12,2022,359,Winter,4.8053,4.4777,4.637557142857142
2022-12-26,4.2204,21.98,70.31,1.43,0.0,Ghatkopar,12,2022,360,Winter,4.584,4.9128,4.538642857142857
2022-12-27,4.2866,23.67,69.43,1.73,0.0,Ghatkopar,12,2022,361,Winter,4.2204,4.872,4.455014285714285
2022-12-28,4.5391,24.05,58.48,1.64,0.0,Ghatkopar,12,2022,362,Winter,4.2866,4.5437,4.454357142857143
2022-12-29,4.6747,23.72,57.39,1.48,0.0,Ghatkopar,12,2022,363,Winter,4.5391,4.2084,4.520971428571428
2022-12-30,4.7434,23.19,59.22,1.67,0.0,Ghatkopar,12,2022,364,Winter,4.6747,4.5367,4.5505
2022-12-31,4.8415,22.37,58.99,2.01,0.0,Ghatkopar,12,2022,365,Winter,4.7434,4.8053,4.555671428571428
2023-01-01,4.8946,21.71,58.82,1.7,0.0,Ghatkopar,1,2023,1,Winter,4.8415,4.584,4.600042857142857
2023-01-02,4.9454,22.37,61.81,2.1,0.0,Ghatkopar,1,2023,2,Winter,4.8946,4.2204,4.703614285714286
2023-01-03,4.6675,22.26,59.42,2.23,0.0,Ghatkopar,1,2023,3,Winter,4.9454,4.2866,4.758028571428571
2023-01-04,4.0046,22.41,60.06,2.0,0.0,Ghatkopar,1,2023,4,Winter,4.6675,4.5391,4.681671428571429
2023-01-05,3.2556,23.5,67.65,2.75,0.0,Ghatkopar,1,2023,5,Winter,4.0046,4.6747,4.478942857142857
2023-01-06,3.4198,24.58,68.62,2.67,0.0,Ghatkopar,1,2023,6,Winter,3.2556,4.7434,4.289857142857143
2023-01-07,3.4951,24.68,65.82,2.44,0.0,Ghatkopar,1,2023,7,Winter,3.4198,4.8415,4.097514285714285
2023-01-08,4.5466,23.39,59.31,2.43,0.0,Ghatkopar,1,2023,8,Winter,3.4951,4.8946,4.0478000000000005
2023-01-09,4.9829,22.02,47.87,2.47,0.0,Ghatkopar,1,2023,9,Winter,4.5466,4.9454,4.053157142857143
2023-01-10,5.0244,22.6,43.96,2.21,0.0,Ghatkopar,1,2023,10,Winter,4.9829,4.6675,4.104142857142857
2023-01-11,4.8569,22.18,49.22,1.95,0.0,Ghatkopar,1,2023,11,Winter,5.0244,4.0046,4.2259
2023-01-12,5.041,21.14,50.19,1.64,0.0,Ghatkopar,1,2023,12,Winter,4.8569,3.2556,4.480957142857143
2023-01-13,4.6903,20.43,70.41,1.8,0.0,Ghatkopar,1,2023,13,Winter,5.041,3.4198,4.662457142857143
2023-01-14,5.1432,19.58,57.29,1.88,0.0,Ghatkopar,1,2023,14,Winter,4.6903,3.4951,4.8979
2023-01-15,5.0921,19.92,53.69,1.65,0.0,Ghatkopar,1,2023,15,Winter,5.1432,4.5466,4.975828571428572
2023-01-16,5.1302,20.62,52.86,1.45,0.0,Ghatkopar,1,2023,16,Winter,5.0921,4.9829,4.996871428571429
2023-01-17,5.1634,20.51,52.31,1.4,0.0,Ghatkopar,1,2023,17,Winter,5.1302,5.0244,5.016728571428572
2023-01-18,5.1674,21.96,51.62,1.56,0.0,Ghatkopar,1,2023,18,Winter,5.1634,4.8569,5.061085714285714
2023-01-19,5.0935,22.82,52.91,1.85,0.0,Ghatkopar,1,2023,19,Winter,5.1674,5.041,5.068585714285715
2023-01-20,5.053,23.03,55.57,1.37,0.0,Ghatkopar,1,2023,20,Winter,5.0935,4.6903,5.120399999999999
2023-01-21,4.9145,22.08,61.8,1.55,0.0,Ghatkopar,1,2023,21,Winter,5.053,5.1432,5.087728571428571
2023-01-22,4.8283,20.79,59.27,1.79,0.0,Ghatkopar,1,2023,22,Winter,4.9145,5.0921,5.0500428571428575
2023-01-23,4.9082,20.24,55.66,2.02,0.0,Ghatkopar,1,2023,23,Winter,4.8283,5.1302,5.018328571428571
2023-01-24,4.4309,19.56,58.97,1.91,0.0,Ghatkopar,1,2023,24,Winter,4.9082,5.1634,4.913685714285714
2023-01-25,4.4254,20.0,53.08,2.32,0.0,Ghatkopar,1,2023,25,Winter,4.4309,5.1674,4.8076857142857135
2023-01-26,4.3092,21.83,56.78,1.95,0.0,Ghatkopar,1,2023,26,Winter,4.4254,5.0935,4.6956428571428575
2023-01-27,4.4069,25.15,60.04,2.17,0.0,Ghatkopar,1,2023,27,Winter,4.3092,5.053,4.603342857142857
2023-01-28,4.9666,24.97,58.91,2.69,0.02,Ghatkopar,1,2023,28,Winter,4.4069,4.9145,4.610785714285714
2023-01-29,3.925,23.98,79.7,1.52,0.15,Ghatkopar,1,2023,29,Winter,4.9666,4.8283,4.481742857142857
2023-01-30,4.5946,23.32,73.76,1.83,0.01,Ghatkopar,1,2023,30,Winter,3.925,4.9082,4.436942857142857
2023-01-31,4.6243,24.44,56.37,2.48,0.0,Ghatkopar,1,2023,31,Winter,4.5946,4.4309,4.4645714285714275
2023-02-01,4.2247,25.45,54.2,3.07,0.18,Ghatkopar,2,2023,32,Winter,4.6243,4.4254,4.4359
2023-02-02,4.7095,25.3,51.16,2.91,0.01,Ghatkopar,2,2023,33,Winter,4.2247,4.3092,4.493085714285714
2023-02-03,5.3839,24.33,42.21,2.54,0.0,Ghatkopar,2,2023,34,Winter,4.7095,4.4069,4.632657142857143
2023-02-04,5.4818,24.42,41.77,1.88,0.0,Ghatkopar,2,2023,35,Winter,5.3839,4.9666,4.706257142857143
2023-02-05,5.6261,24.39,40.27,1.98,0.0,Ghatkopar,2,2023,36,Winter,5.4818,3.925,4.9492714285714285
2023-02-06,5.5884,23.83,38.86,2.02,0.0,Ghatkopar,2,2023,37,Winter,5.6261,4.5946,5.091242857142857
2023-02-07,5.7382,23.56,44.8,2.17,0.0,Ghatkopar,2,2023,38,Winter,5.5884,4.6243,5.2503714285714285
2023-02-08,5.839,24.91,41.16,2.14,0.0,Ghatkopar,2,2023,39,Winter,5.7382,4.2247,5.480985714285715
2023-02-09,5.8951,25.9,34.55,2.5,0.0,Ghatkopar,2,2023,40,Winter,5.839,4.7095,5.650357142857142
2023-02-10,6.0907,25.86,36.02,2.01,0.0,Ghatkopar,2,2023,41,Winter,5.8951,5.3839,5.751328571428572
2023-02-11,6.1682,25.24,33.81,2.28,0.0,Ghatkopar,2,2023,42,Winter,6.0907,5.4818,5.849385714285715
2023-02-12,6.0564,26.34,30.28,2.85,0.0,Ghatkopar,2,2023,43,Winter,6.1682,5.6261,5.910857142857142
2023-02-13,6.1634,26.4,31.1,3.0,0.0,Ghatkopar,2,2023,44,Winter,6.0564,5.5884,5.993
2023-02-14,6.2614,26.53,26.8,2.82,0.0,Ghatkopar,2,2023,45,Winter,6.1634,5.7382,6.067742857142858
2023-02-15,6.3269,26.88,26.95,2.32,0.0,Ghatkopar,2,2023,46,Winter,6.2614,5.839,6.137442857142858
2023-02-16,6.373,27.73,26.54,2.78,0.0,Ghatkopar,2,2023,47,Winter,6.3269,5.8951,6.205714285714286
2023-02-17,6.3866,28.16,26.14,2.75,0.0,Ghatkopar,2,2023,48,Winter,6.373,6.0907,6.247985714285714
2023-02-18,6.4073,28.17,27.61,2.63,0.0,Ghatkopar,2,2023,49,Winter,6.3866,6.1682,6.2821428571428575
2023-02-19,6.4601,28.19,28.08,2.48,0.0,Ghatkopar,2,2023,50,Winter,6.4073,6.0564,6.339814285714286
2023-02-20,6.3502,27.13,29.22,1.81,0.0,Ghatkopar,2,2023,51,Winter,6.4601,6.1634,6.3665
2023-02-21,6.0468,26.74,30.0,2.08,0.0,Ghatkopar,2,2023,52,Winter,6.3502,6.2614,6.335842857142857
2023-02-22,6.0214,26.76,32.41,2.16,0.0,Ghatkopar,2,2023,53,Winter,6.0468,6.3269,6.2922
2023-02-23,6.163,27.61,27.93,2.1,0.0,Ghatkopar,2,2023,54,Winter,6.0214,6.373,6.2622
2023-02-24,6.2136,28.38,24.65,2.39,0.0,Ghatkopar,2,2023,55,Winter,6.163,6.3866,6.237485714285714
2023-02-25,6.0602,28.21,24.79,2.33,0.0,Ghatkopar,2,2023,56,Winter,6.2136,6.4073,6.1879
2023-02-26,6.2585,28.29,21.77,2.54,0.0,Ghatkopar,2,2023,57,Winter,6.0602,6.4601,6.1591000000000005
2023-02-27,6.3209,28.1,21.92,2.46,0.0,Ghatkopar,2,2023,58,Winter,6.2585,6.3502,6.154914285714286
2023-02-28,6.0955,28.02,25.94,2.07,0.0,Ghatkopar,2,2023,59,Winter,6.3209,6.0468,6.161871428571429
2023-03-01,5.8373,28.53,28.07,1.81,0.0,Ghatkopar,3,2023,60,Summer,6.0955,6.0214,6.13557142857143
2023-03-02,5.581,29.63,29.48,1.96,0.0,Ghatkopar,3,2023,61,Summer,5.8373,6.163,6.052428571428571
2023-03-03,5.2202,30.26,31.1,1.73,0.0,Ghatkopar,3,2023,62,Summer,5.581,6.2136,5.910514285714285
2023-03-04,4.9927,30.39,33.89,1.83,0.0,Ghatkopar,3,2023,63,Summer,5.2202,6.0602,5.758014285714286
2023-03-05,4.4407,30.13,36.74,1.81,0.12,Ghatkopar,3,2023,64,Summer,4.9927,6.2585,5.498328571428572
2023-03-06,3.7793,30.05,37.3,2.02,2.44,Ghatkopar,3,2023,65,Summer,4.4407,6.3209,5.135242857142857
2023-03-07,4.8617,29.31,34.9,2.45,0.9,Ghatkopar,3,2023,66,Summer,3.7793,6.0955,4.958985714285714
2023-03-08,5.9134,29.41,33.52,2.17,0.02,Ghatkopar,3,2023,67,Summer,4.8617,5.8373,4.969857142857143
2023-03-09,6.1274,29.78,28.94,2.89,0.0,Ghatkopar,3,2023,68,Summer,5.9134,5.581,5.047914285714286
2023-03-10,6.1567,29.38,23.9,2.97,0.0,Ghatkopar,3,2023,69,Summer,6.1274,5.2202,5.1817
2023-03-11,5.9126,30.16,24.43,2.43,0.0,Ghatkopar,3,2023,70,Summer,6.1567,4.9927,5.313114285714286
2023-03-12,5.5637,31.17,30.49,1.93,0.0,Ghatkopar,3,2023,71,Summer,5.9126,4.4407,5.473542857142857
2023-03-13,5.0302,30.93,30.16,2.15,0.0,Ghatkopar,3,2023,72,Summer,5.5637,3.7793,5.652242857142857
2023-03-14,4.8751,30.79,29.83,1.76,0.0,Ghatkopar,3,2023,73,Summer,5.0302,4.8617,5.6541571428571435
2023-03-15,3.7502,30.23,34.95,1.65,0.32,Ghatkopar,3,2023,74,Summer,4.8751,5.9134,5.345128571428572
2023-03-16,3.8782,28.38,47.94,1.68,0.86,Ghatkopar,3,2023,75,Summer,3.7502,6.1274,5.023814285714286
2023-03-17,5.2985,28.37,54.07,2.07,1.08,Ghatkopar,3,2023,76,Summer,3.8782,6.1567,4.901214285714286
2023-03-18,6.2146,27.81,51.64,1.96,0.87,Ghatkopar,3,2023,77,Summer,5.2985,5.9126,4.944357142857143
2023-03-19,6.5662,26.5,56.7,2.11,0.67,Ghatkopar,3,2023,78,Summer,6.2146,5.5637,5.087571428571429
2023-03-20,6.6878,26.23,59.62,2.41,1.23,Ghatkopar,3,2023,79,Summer,6.5662,5.0302,5.324371428571429
2023-03-21,6.3864,26.27,60.63,1.91,7.46,Ghatkopar,3,2023,80,Summer,6.6878,4.8751,5.540271428571429
2023-03-22,6.7982,26.16,60.69,2.11,0.01,Ghatkopar,3,2023,81,Summer,6.3864,3.7502,5.975700000000001
2023-03-23,6.4054,26.17,61.6,2.43,0.0,Ghatkopar,3,2023,82,Summer,6.7982,3.8782,6.336728571428572
2023-03-24,6.9341,26.68,60.3,2.58,0.0,Ghatkopar,3,2023,83,Summer,6.4054,5.2985,6.570385714285714
2023-03-25,7.1693,25.49,51.93,2.33,0.0,Ghatkopar,3,2023,84,Summer,6.9341,6.2146,6.706771428571429
2023-03-26,7.026,25.57,52.78,2.41,0.0,Ghatkopar,3,2023,85,Summer,7.1693,6.5662,6.772457142857142
2023-03-27,7.0058,26.34,59.53,2.17,0.0,Ghatkopar,3,2023,86,Summer,7.026,6.6878,6.817885714285714
2023-03-28,6.9012,27.29,59.21,2.03,0.02,Ghatkopar,3,2023,87,Summer,7.0058,6.3864,6.8914285714285715
2023-03-29,6.9967,27.24,58.03,2.09,0.0,Ghatkopar,3,2023,88,Summer,6.9012,6.7982,6.919785714285714
2023-03-30,6.6962,27.15,58.84,1.96,0.0,Ghatkopar,3,2023,89,Summer,6.9967,6.4054,6.961328571428572
2023-03-31,6.8794,27.04,57.27,2.52,0.03,Ghatkopar,3,2023,90,Summer,6.6962,6.9341,6.953514285714285
2023-04-01,7.2247,27.44,51.68,2.52,0.0,Ghatkopar,4,2023,91,Summer,6.8794,7.1693,6.961428571428571
2023-04-02,7.207,27.5,57.81,2.33,0.0,Ghatkopar,4,2023,92,Summer,7.2247,7.026,6.987285714285714
2023-04-03,7.0111,27.73,55.57,2.2,0.0,Ghatkopar,4,2023,93,Summer,7.207,7.0058,6.988042857142857
2023-04-04,7.007,28.62,54.91,2.21,0.0,Ghatkopar,4,2023,94,Summer,7.0111,6.9012,7.003157142857143
2023-04-05,6.6965,29.25,50.43,2.22,0.03,Ghatkopar,4,2023,95,Summer,7.007,6.9967,6.9602714285714296
2023-04-06,6.8724,30.05,48.92,2.64,0.18,Ghatkopar,4,2023,96,Summer,6.6965,6.6962,6.985442857142857
2023-04-07,5.9198,31.86,35.04,2.26,0.28,Ghatkopar,4,2023,97,Summer,6.8724,6.8794,6.848357142857144
2023-04-08,5.5954,32.67,35.68,2.2,0.03,Ghatkopar,4,2023,98,Summer,5.9198,7.2247,6.615600000000001
2023-04-09,6.3454,32.36,38.74,2.08,0.5,Ghatkopar,4,2023,99,Summer,5.5954,7.207,6.492514285714286
2023-04-10,6.391,33.21,38.7,2.4,0.07,Ghatkopar,4,2023,100,Summer,6.3454,7.0111,6.403928571428572
2023-04-11,6.5486,32.95,44.8,2.05,0.09,Ghatkopar,4,2023,101,Summer,6.391,7.007,6.338442857142857
2023-04-12,6.5657,33.5,41.25,2.58,1.31,Ghatkopar,4,2023,102,Summer,6.5486,6.6965,6.319757142857142
2023-04-13,5.238,34.17,35.01,2.55,0.12,Ghatkopar,4,2023,103,Summer,6.5657,6.8724,6.086271428571428
2023-04-14,5.2529,31.44,45.28,1.66,2.29,Ghatkopar,4,2023,104,Summer,5.238,5.9198,5.9910000000000005
2023-04-15,6.9389,31.65,44.99,1.9,0.55,Ghatkopar,4,2023,105,Summer,5.2529,5.5954,6.182928571428571
2023-04-16,7.1129,31.59,43.45,1.95,0.7,Ghatkopar,4,2023,106,Summer,6.9389,6.3454,6.292571428571429
2023-04-17,6.9091,31.14,43.44,2.13,0.14,Ghatkopar,4,2023,107,Summer,7.1129,6.391,6.366585714285715
2023-04-18,6.3698,32.98,39.31,2.63,0.24,Ghatkopar,4,2023,108,Summer,6.9091,6.5486,6.341042857142858
2023-04-19,6.1046,33.59,35.5,2.66,0.28,Ghatkopar,4,2023,109,Summer,6.3698,6.5657,6.275171428571428
2023-04-20,6.611,31.4,47.0,2.49,0.76,Ghatkopar,4,2023,110,Summer,6.1046,5.238,6.471314285714286
2023-04-21,7.3968,29.66,54.63,2.4,0.08,Ghatkopar,4,2023,111,Summer,6.611,5.2529,6.777585714285714
2023-04-22,7.1614,28.93,58.87,2.42,0.0,Ghatkopar,4,2023,112,Summer,7.3968,6.9389,6.809371428571429
2023-04-23,7.1098,29.47,57.48,2.64,0.0,Ghatkopar,4,2023,113,Summer,7.1614,7.1129,6.808928571428571
2023-04-24,7.0966,30.57,49.32,2.13,0.0,Ghatkopar,4,2023,114,Summer,7.1098,6.9091,6.835714285714286
2023-04-25,7.0728,31.69,35.23,2.35,0.0,Ghatkopar,4,2023,115,Summer,7.0966,6.3698,6.9361428571428565
2023-04-26,6.7471,29.1,59.91,2.47,0.31,Ghatkopar,4,2023,116,Summer,7.0728,6.1046,7.02792857142857
2023-04-27,6.3754,29.79,55.27,1.96,0.16,Ghatkopar,4,2023,117,Summer,6.7471,6.611,6.994271428571429
2023-04-28,6.7747,30.01,55.49,2.19,0.21,Ghatkopar,4,2023,118,Summer,6.3754,7.3968,6.9054
2023-04-29,6.511,29.62,53.03,2.12,0.26,Ghatkopar,4,2023,119,Summer,6.7747,7.1614,6.812485714285715
2023-04-30,7.2058,28.91,55.36,2.47,0.77,Ghatkopar,4,2023,120,Summer,6.511,7.1098,6.8262
2023-05-01,5.7852,29.29,49.19,2.22,0.01,Ghatkopar,5,2023,121,Summer,7.2058,7.0966,6.638857142857143
2023-05-02,7.2036,29.38,56.53,2.02,1.54,Ghatkopar,5,2023,122,Summer,5.7852,7.0728,6.657542857142857
2023-05-03,7.2941,29.62,57.88,2.47,0.28,Ghatkopar,5,2023,123,Summer,7.2036,6.7471,6.735685714285714
2023-05-04,7.1218,29.91,54.34,2.19,0.16,Ghatkopar,5,2023,124,Summer,7.2941,6.3754,6.842314285714286
2023-05-05,7.1789,30.04,55.04,2.31,0.05,Ghatkopar,5,2023,125,Summer,7.1218,6.7747,6.900057142857143
2023-05-06,6.9238,30.51,56.88,2.67,0.09,Ghatkopar,5,2023,126,Summer,7.1789,6.511,6.959028571428571
2023-05-07,6.2249,30.57,58.97,2.55,0.25,Ghatkopar,5,2023,127,Summer,6.9238,7.2058,6.8189
2023-05-08,6.2419,31.35,58.26,2.58,0.83,Ghatkopar,5,2023,128,Summer,6.2249,5.7852,6.884142857142857
2023-05-09,6.3389,32.44,54.97,2.43,0.66,Ghatkopar,5,2023,129,Summer,6.2419,7.2036,6.760614285714285
2023-05-10,6.7735,33.14,53.35,2.36,0.17,Ghatkopar,5,2023,130,Summer,6.3389,7.2941,6.686242857142857
2023-05-11,7.1575,33.0,55.3,2.0,0.06,Ghatkopar,5,2023,131,Summer,6.7735,7.1218,6.691342857142857
2023-05-12,7.3013,32.45,60.04,2.26,0.01,Ghatkopar,5,2023,132,Summer,7.1575,7.1789,6.708828571428571
2023-05-13,7.4004,32.42,60.07,2.54,0.0,Ghatkopar,5,2023,133,Summer,7.3013,6.9238,6.776914285714286
2023-05-14,7.6135,31.72,57.72,2.62,0.0,Ghatkopar,5,2023,134,Summer,7.4004,6.2249,6.975285714285714
2023-05-15,7.4093,31.18,61.62,2.69,0.01,Ghatkopar,5,2023,135,Summer,7.6135,6.2419,7.142057142857142
2023-05-16,7.3186,31.02,65.04,2.84,0.03,Ghatkopar,5,2023,136,Summer,7.4093,6.3389,7.282014285714287
2023-05-17,7.5953,31.6,60.33,2.86,0.02,Ghatkopar,5,2023,137,Summer,7.3186,6.7735,7.399414285714285
2023-05-18,7.5804,31.76,58.1,2.65,0.01,Ghatkopar,5,2023,138,Summer,7.5953,7.1575,7.459828571428572
2023-05-19,7.5024,31.92,57.49,2.53,0.01,Ghatkopar,5,2023,139,Summer,7.5804,7.3013,7.488557142857142
2023-05-20,7.4258,31.27,62.41,2.41,0.03,Ghatkopar,5,2023,140,Summer,7.5024,7.4004,7.492185714285713
2023-05-21,7.3778,31.34,60.68,2.55,0.16,Ghatkopar,5,2023,141,Summer,7.4258,7.6135,7.458514285714286
2023-05-22,7.2595,31.53,56.71,2.56,0.27,Ghatkopar,5,2023,142,Summer,7.3778,7.4093,7.437114285714286
2023-05-23,7.2386,31.64,54.86,2.51,0.03,Ghatkopar,5,2023,143,Summer,7.2595,7.3186,7.425685714285714
2023-05-24,7.3488,31.24,56.89,2.79,0.12,Ghatkopar,5,2023,144,Summer,7.2386,7.5953,7.390471428571429
2023-05-25,7.5034,30.8,59.97,3.19,0.34,Ghatkopar,5,2023,145,Summer,7.3488,7.5804,7.379471428571428
2023-05-26,7.1002,30.95,60.81,3.38,2.23,Ghatkopar,5,2023,146,Summer,7.5034,7.5024,7.3220142857142845
2023-05-27,6.9794,30.62,59.99,3.32,0.77,Ghatkopar,5,2023,147,Summer,7.1002,7.4258,7.258242857142856
2023-05-28,7.117,31.19,61.24,3.07,0.57,Ghatkopar,5,2023,148,Summer,6.9794,7.3778,7.220985714285715
2023-05-29,7.3327,31.68,61.37,2.76,0.86,Ghatkopar,5,2023,149,Summer,7.117,7.2595,7.231442857142857
2023-05-30,7.2413,32.15,57.32,2.55,1.41,Ghatkopar,5,2023,150,Summer,7.3327,7.2386,7.231828571428571
